ID,Texto,Supervision
12691259,"iii.- otras disposiciones y actos consejería de fomento resolución de 06/02/2017, de la consejería de fomento, por la que se resuelve la información pública y se aprueba el proyecto de trazado: adaptación de la carretera cm-3009, del punto kilométrico 0+000 al 18+000. tramo: intersección cm-310 (saelices)-villarejo de fuentes (cuenca). expediente: cn-cu-16-193. [2017/1825] mediante resolución de 27 de octubre de 2016 de la secretaría general, publicada en el docm de 9 de noviembre de 2016 y en el bop de cuenca de 7 de noviembre de 2016, se sometió el proyecto citado a información pública en ma- teria de expropiación forzosa a fin de que los titulares afectados pudieran solicitar la rectificación de posibles errores o formular las alegaciones que estimasen oportunas. visto el expediente de referencia y considerando, 1º.- que se ha dado cumplimiento al trámite de información pública preceptuado en los artículos 17, 18 y 19 de la ley de expropiación forzosa de 16 de d",1
12664672,"vi. anuncios a) administración autonómica agencia gallega de infraestructuras anuncio de 30 de enero de 2017 por el que se somete al trámite de información pública el proyecto de construcción vía ártabra, tramo: n-vi – ap-9, así como la relación individual de bienes, derechos y propietarios afectados por el proyecto referenciado (clave ac/04/156.01.4.1). antecedentes: el trazado de la vía ártabra entre el puerto de lorbé y la autopista ap-9 fue diseñado a través de dos proyectos de trazado sometidos a información públida. el primer tramo fue de- finido por el denominado «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tramo: lorbé-ac-221 (polígono de cambre), de clave: ac/04/156.00», aprobado el 22 de febrero de 2008, (dog núm. 48, de 7 de marzo). el segundo tramo, el que daba continuidad, fue diseñado por el «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tra- mo: ac-221 (polígono de cambre )-autopista ap-9-autovía",1
12664764,"vi. anuncios a) administración autonómica agencia gallega de infraestructuras anuncio de 30 de enero de 2017 por el que se somete al trámite de información pública el proyecto de construcción vía ártabra, tramo: n-vi – ap-9, así como la relación individual de bienes, derechos y propietarios afectados por el proyecto referenciado (clave ac/04/156.01.4.1). antecedentes: el trazado de la vía ártabra entre el puerto de lorbé y la autopista ap-9 fue diseñado a través de dos proyectos de trazado sometidos a información públida. el primer tramo fue de- finido por el denominado «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tramo: lorbé-ac-221 (polígono de cambre), de clave: ac/04/156.00», aprobado el 22 de febrero de 2008, (dog núm. 48, de 7 de marzo). el segundo tramo, el que daba continuidad, fue diseñado por el «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tra- mo: ac-221 (polígono de cambre )-autopista ap-9-autovía",1
12664787,"vi. anuncios a) administración autonómica agencia gallega de infraestructuras anuncio de 30 de enero de 2017 por el que se somete al trámite de información pública el proyecto de construcción vía ártabra, tramo: n-vi – ap-9, así como la relación individual de bienes, derechos y propietarios afectados por el proyecto referenciado (clave ac/04/156.01.4.1). antecedentes: el trazado de la vía ártabra entre el puerto de lorbé y la autopista ap-9 fue diseñado a través de dos proyectos de trazado sometidos a información públida. el primer tramo fue de- finido por el denominado «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tramo: lorbé-ac-221 (polígono de cambre), de clave: ac/04/156.00», aprobado el 22 de febrero de 2008, (dog núm. 48, de 7 de marzo). el segundo tramo, el que daba continuidad, fue diseñado por el «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tra- mo: ac-221 (polígono de cambre )-autopista ap-9-autovía",1
12664740,"vi. anuncios a) administración autonómica agencia gallega de infraestructuras anuncio de 30 de enero de 2017 por el que se somete al trámite de información pública el proyecto de construcción vía ártabra, tramo: n-vi – ap-9, así como la relación individual de bienes, derechos y propietarios afectados por el proyecto referenciado (clave ac/04/156.01.4.1). antecedentes: el trazado de la vía ártabra entre el puerto de lorbé y la autopista ap-9 fue diseñado a través de dos proyectos de trazado sometidos a información públida. el primer tramo fue de- finido por el denominado «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tramo: lorbé-ac-221 (polígono de cambre), de clave: ac/04/156.00», aprobado el 22 de febrero de 2008, (dog núm. 48, de 7 de marzo). el segundo tramo, el que daba continuidad, fue diseñado por el «proyecto de trazado y estudio de impacto ambiental: vía ártabra, tra- mo: ac-221 (polígono de cambre )-autopista ap-9-autovía",1
12693368,"ii. administración general del estado 2. direcciones provinciales de ministerios ministerio de fomento demarcación de carreteras del estado en murcia 1275 anuncio de la demarcación de carreteras del estado en murcia sobre la resolución de la dirección general de carreteras por el que se somete a información pública la aprobación provisional del proyecto de trazado de la modificación n.º 1 de las obras de construcción “autovía a-33, cieza–fuente la higuera, tramo enlace con n-344 a jumilla–enlace con c-3223 a yecla. subtramo 1”, clave: 12-mu-5591. se somete a información pública el proyecto de trazado arriba referenciado, que ha sido aprobado provisionalmente mediante resolución de la dirección general de carreteras de fecha 27 de enero de 2017. la información pública se hace de acuerdo con la ley 39/2015, de 1 de octubre, de procedimiento administrativo común de las administraciones públicas, y en cumplimiento de lo establecido en el artí",1
12560017,"v. anuncios b. otros anuncios oficiales ministerio de fomento 63720 anuncio de la demarcación de carreteras del estado en aragón sobre la aprobación del expediente de información pública y definitivamente el proyecto de trazado: ""autovía mudéjar a-23. tramo: sabiñánigo este (e) – sabiñánigo oeste (o), provincia de huesca"". clave: 12-hu- 5770. por resolución de 18 de noviembre de 2016, el secretario de estado de infraestructuras transporte y vivienda, por delegación del ministro de fomento, conforme a la orden fom/1356/2016, de 20 de julio, por la que se modifica la orden fom/1644/2012, de 23 de julio sobre delegación de competencias en el ministerio de fomento, ha resuelto: 1. aprobar el expediente de información pública y definitivamente el proyecto de trazado ""autovía mudéjar a-23. tramo sabiñánigo este (e) – sabiñánigo oeste (o)"". provincia de huesca"", con las siguientes prescripciones a cumplimentar en la redacción del proyecto de construcción: 1.1 se d",1
12578458,"v. anuncios b. otros anuncios oficiales ministerio de fomento 66008 anuncio de la demarcación de carreteras del estado en la comunidad valenciana, sobre aprobación del expediente de información pública y definitivamente el documento para información pública a efectos de expropiaciones del proyecto de trazado: ""ampliación a tres carriles del tramo carraixet – valencia de la autovía v-21. clave: 47-v-7070. provincia de valencia. con fecha 18 de noviembre de 2016 la dirección general de carreteras ha propuesto la aprobación del expediente de información pública y definitiva del documento para información pública a efectos de expropiaciones del proyecto de trazado ""ampliación a tres carriles del tramo carraixet – valencia de la autovía v- 21"". el proyecto de trazado de las obras de referencia tiene un presupuesto de licitación estimado (i.v.a. excluido) de 16.421.927,51 euros. en base a la orden fom/756/2014 de 8 de mayo, sobre delegación de competencias en el min",1
12680729,"v. anuncios b. otros anuncios oficiales ministerio de fomento 9566 anuncio de la demarcación de carreteras del estado en murcia sobre la resolución de la dirección general de carreteras por el que se somete a información pública la aprobación provisional del proyecto de trazado de la modificación nº1 de las obras de construcción ""autovía a-33, cieza – fuente la higuera, tramo enlace con n-344 a jumilla – enlace con c-3223 a yecla. subtramo 1"". clave: 12-mu-5591. se somete a información pública el proyecto de trazado arriba referenciado, que ha sido aprobado provisionalmente mediante resolución de la dirección general de carreteras de fecha 27 de enero de 2017. la información pública se hace de acuerdo con la ley 39/2015, de 1 de octubre, de procedimiento administrativo común de las administraciones públicas, y en cumplimiento de lo establecido en el artículo 12 de la vigente ley de 37/2015, de carreteras, y concordantes del reglamento, y conjuntamente con la ",1
12551888,"i. administración del estado ministerio de fomento dirección general de carreteras demarcación de carreteras del estado en castilla y león oriental anuncio de la demarcación de carreteras del estado en castilla y león oriental por el que se publica la aprobación provisional y se ordena la incoación del expediente de información pública del documento para información pública a efectos de expropiaciones del proyecto de construcción 12-bu-4420 «autovía a-12, del camino de santiago. tramo: villafranca montes de oca - ibeas de juarros». provincia de burgos. la dirección general de carreteras con fecha 28 de septiembre de 2016 ha resuelto: 1. aprobar provisionalmente el documento para información pública a efectos de expropiaciones del proyecto de construcción «autovía a-12, del camino de santiago. tramo: villafranca montes de oca - ibeas de juarros». 2. ordenar que, por la demarcación de carreteras del estado en castilla y león oriental, se proceda a incoar el co",1
12684692,"administración de justicia consejería de fomento núm. 399 anuncio resolución de 6/02/2017 de la consejería de fomento por la que se resuelve la información pública y se aprueba el pro- yecto de trazado: adaptación de la carretera cm-3009, del punto kilométrico 0+000 al 18+000. tramo: intersección cm-310 (saelices) – villarejo de fuentes (cuenca). expediente: cn-cu-16-193. mediante resolución de 27 de octubre de 2016 de la secretaría general, publicada en el d.o.c.m. de 9 de noviembre de 2016 y en el b.o.p. de cuenca de 7 de noviembre de 2016, se sometió el proyecto citado a información pública en materia de expropiación forzosa a fin de que los titulares afectados pudieran solicitar la rectificación de posibles errores o formular las alegaciones que estimasen oportunas. visto el expediente de referencia y considerando, 1º.- que se ha dado cumplimiento al trámite de información pública preceptuado en los artículos 17, 18 y 19 de la ley de expropiación forzosa ",1
12556428,"demarcación de carreteras del estado en andalucía oriental proyecto de construcción de “autovía gr-43, tramo: pinos puente - atarfe edicto anuncio de la demarcación de carreteras del estado en andalucía oriental de información pública sobre la necesidad de ocupación del proyecto de construcción de “autovía gr-43, tramo: pinos puente - atarfe (en- lace con la futura a-44)”. provincia de granada. clave: 43-gr-3750.m1. aprobado por la dirección general de carreteras por resolución de 14 de abril de 2016 el proyecto de cons- trucción de “autovía gr-43, tramo: pinos puente - atarfe (enlace con la futura a-44)”. provincia de gra- nada. clave: 43-gr-3750.m1, en cumplimiento de lo preceptuado en el artículo 83 de la ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas, y de conformidad con lo dispuesto en los artículos 18 y 19.1 de la ley de expro- piación forzosa, de 16 de diciembre de 1954, y concor- dantes de su r",1
12584711,"v. anuncios a. contratación del sector público ministerio de fomento 66033 anuncio de licitación de: dirección general de carreteras. objeto: construcción y explotación del área de servicio de cieza en la autovía a-67 cantabria-meseta, p.k. 163,305, ambas márgenes, t.m. cieza (cantabria). expediente: 37-s-5640 as. 1. entidad adjudicadora: datos generales y datos para la obtención de la información: a) organismo: dirección general de carreteras. b) dependencia que tramita el expediente: dirección general de carreteras. c) obtención de documentación e información: 1) dependencia: dirección general de carreteras. 2) domicilio: paseo de la castellana 67 - despacho b750. 3) localidad y código postal: madrid, 28071, españa. 7) dirección de internet del perfil del contratante: http:// contrataciondelestado.es. 8) fecha límite de obtención de documentación e información: hasta las 14:00 horas del 6 de febrero de 2017. d) número de expediente: 37-s-5640 as. ",3
12697657,"administración de justicia 529/17 juzgado de lo social número 4 de almería procedimiento: procedimiento ordinario 1222/2014 negociado: cn n.i.g.: 0401344s20140004969 de: d/dª. david lopez asensio abogado: contra: d/dª. participaciones societarias tecnologicas y empeariales sl. madar desarrollos sl. exclusive marketing hotels tourism leisure s.l. y cymar gestion hotelera s.l. abogado: e d i c t o cédula de citación en resolución del día de la fecha dictada en la ejecución núm.: 1222/2014. seguidos en este juzgado de lo social número 4 de almería y su provincia en materia de procedimiento ordinario, a instancia de david lopez asensio contra participaciones societarias tecnologicas y empeariales sl. madar desarrollos sl. exclusive marketing hotels tourism leisure s.l. y cymar gestion hotelera s.l. se ha acordado citar a las partes para que comparezcan el próximo día 24 de julio del 2017 a las 10.30h. conciliacion y 10.50h. juicio horas en la sala de audiencia ",3
12591639,"administració local diputació de barcelona. gerència de serveis d'infraestructures viàries i mobilitat anunci sobre aprovació definitiva del projecte constructiu ""ampliació del pont de can molas i millora de l'accés del veïnat de vista alegre a la carretera b-522. tm. manlleu"".(d 9933/16). en compliment de l'article 38.2 del reglament d'obres, activitats i serveis dels ens locals, aprovat pel decret 179/1995, de 13 de juny, es fa saber que, en virtut de resolució dictada en data 14 d'octubre de 2016, per l'excma. sra. presidenta de la diputació de barcelona, resta aprovat definitivament el projecte constructiu ""ampliació del pont de can molas i millora de l'accés del veïnat de vista alegre a la carretera b-522. tm. manlleu"", en no haver estat formulades reclamacions o al·legacions dins del termini d'informació pública, el qual va acabar el dia 15 de desembre de 2016. per impugnar aquesta resolució, que posa fi a la via administrativa, cal interposar recurs contenciós a",3
12545415,"1 diciembre 2016 boletín oficial de la provincia de huesca nº 230 administración del estado ministerios ministerio de fomento dirección general de carreteras demarcación de carreteras del estado en aragón anuncio 5143 unidad de carreteras huesca por el servicio de obras públicas y patrimonio de la diputación provincial de huesca, con domicilio en porches de galicia, 4, 22071 - huesca, se ha solicitado de la dirección general de carreteras autorización para el acondicionamiento de enlace de acceso a allué en la carretera n-260, p.k. 483,500 (huesca), según el proyecto técnico presentado, de fecha noviembre de 2016, suscrito por d. david sarasa alcubierre, ingeniero de caminos, canales y puertos, colegiado nº 23.952. en cumplimiento del artículo 104.5 del r.d. 1812/1994, de 2 de septiembre, por el que se aprueba el reglamento general de carreteras, se somete a información pública el expediente, por término de veinte días hábiles, contados a partir de ",3
12559960,"v. anuncios b. otros anuncios oficiales ministerio de fomento 63724 anuncio de la demarcación de carreteras del estado en andalucía oriental de información pública sobre la necesidad de ocupación del proyecto de construcción de ""autovía gr-43, tramo: pinos puente – atarfe (enlace con la futura a-44)"". provincia de granada. clave: 43- gr-3750.m1. aprobado por la dirección general de carreteras por resolución de 14 de abril de 2016 el proyecto de construcción de ""autovía gr-43, tramo: pinos puente – atarfe (enlace con la futura a-44)"". provincia de granada. clave: 43-gr-3750.m1, en cumplimiento de lo preceptuado en el artículo 83 de la ley 39/2015, de 1 de octubre, del procedimiento administrativo común de las administraciones públicas, y de conformidad con lo dispuesto en los artículos 18 y 19.1 de la ley de expropiación forzosa, de 16 de diciembre de 1954, y concordantes de su reglamento (decreto de 26 de abril de 1957), esta demarcación de carreteras del estado",3
12622265,"v. anuncios b. otros anuncios oficiales ministerio de fomento 2044 anuncio de la demarcación de carreteras del estado en la rioja por el que se publica la aprobación provisional y se ordena la incoación del expediente de información pública, exclusivamente a los efectos de la ley de 16 de diciembre de 1954, de expropiación forzosa, del proyecto de trazado t4-lo-5540 ""autovía a-68. tramo: arrúbal - navarrete"". provincia de la rioja. la dirección general de carreteras con fecha 30 de diciembre 2016, en uso de las competencias establecidas en el artículo 32 del vigente reglamento general de carreteras, de 2 de septiembre de 1994, ha resuelto: 1. aprobar provisionalmente el proyecto de trazado ""autovía a-68. tramo: arrúbal – navarrete"", con un presupuesto de licitación (iva excluido) estimado de 120.688.831,70 euros, con las siguientes prescripciones a cumplimentar en el proyecto de construcción: 1.1 se deberán tener en cuenta las indicaciones de la orden fom/33",3
12545065,"<pag:1>boja boletín oficial de la junta de andalucía número 231 - jueves, 1 de diciembre de 2016 página 134 5. anuncios 5.2. otros anuncios oficiales consejería de salud anuncio de 25 de noviembre de 2016, de la delegación territorial de igualdad, salud y políticas sociales en almería, para la notificación por edicto del citado acto. de conformidad con lo dispuesto en los artículos 59.5 y 61 de la ley 30/92, de 26 de noviembre, de régimen jurídico de las administraciones públicas y del procedimiento administrativo común, al no haberle podido ser practicada notificación a don alfonso jesús rojas sáez y doña maría ángeles canón frías, se publica extracto del acto dictado. para su conocimiento íntegro, podrán comparecer en el servicio de protección de menores de la delegación territorial de igualdad, salud y politicas sociales de almería, sito en carretera de ronda, edif. bola azul, 4.ª planta, 04071 almería. de conformidad con lo dispuesto en el art. 71",0
12551192,"<pag:1>boja boletín oficial de la junta de andalucía número 233 - lunes, 5 de diciembre de 2016 página 1. disposiciones generales consejería de fomento y vivienda resolución de 28 de noviembre de 2016, de la dirección general de movilidad, por la que se convocan pruebas para la obtención del certificado de aptitud profesional acreditativo de la cualificación inicial de los conductores de determinados vehículos destinados al transporte por carretera, y se detalla la composición de los tribunales calificadores, así como las fechas, horarios y lugares de celebración de las pruebas en el año 2017. mediante real decreto 1032/2007, de 20 de julio, por el que se regula la cualificación inicial y la formación continua de los conductores de determinados vehículos destinados al transporte por carretera (boe de 2 de agosto), se incorpora al derecho español la directiva 2003/59/ce del parlamento europeo y del consejo, de 15 de julio de 2003, adaptada por las directivas ",0
12569900,"<pag:1>boja boletín oficial de la junta de andalucía número 240 - viernes, 16 de diciembre de 2016 página 204 5. anuncios 5.1. licitaciones públicas y adjudicaciones consejería de fomento y vivienda resolución de 12 de diciembre de 2016, de la delegación territorial de fomento y vivienda en sevilla, por la que se anuncia la contratación del suministro que se indica por el procedimiento abierto y un único criterio de adjudicación. (pd. 3082/2016). la consejería de fomento y vivienda de la junta de andalucía ha resuelto anunciar por el procedimiento abierto y un único criterio de adjudicación el siguiente suministro: 1. entidad adjudicadora. a) organismo: consejería de fomento y vivienda. b) dependencia que tramita el expediente: delegación territorial de fomento y vivienda de sevilla. c) número de expediente: 2016/010-sum. 2. objeto del contrato. a) descripción del objeto: «suministro de vestuario para el personal del servicio de carreteras y dem",0
12575136,"<pag:1>boja boletín oficial de la junta de andalucía número 242 - martes, 20 de diciembre de 2016 página 166 5. anuncios 5.1. licitaciones públicas y adjudicaciones consejería de fomento y vivienda resolución de 13 de diciembre de 2016, de la delegación territorial de fomento y vivienda en granada, por la que se hace pública la formalización del contrato que se cita. en cumplimiento de lo establecido en el artículo 154 del texto refundido de la ley de contratos del sector público, aprobado por el real decreto legislativo 3/2011, de 14 de noviembre, la delegación territorial de fomento, vivienda, turismo y comercio en granada de la junta de andalucía hace pública la formalización de los siguientes contratos: número de expediente: 2016/0121261693. suministro vestuario personal laboral conservación de carreteras en la provincia de granada. año 2016. 1. entidad adjudicadora. a) organismo: consejería de fomento y vivienda. b) dependencia que tramita el",0
12575099,"<pag:1>boja boletín oficial de la junta de andalucía número 242 - martes, 20 de diciembre de 2016 página 160 5. anuncios 5.1. licitaciones públicas y adjudicaciones consejería de educación resolución de 14 de diciembre de 2016, de la agencia pública andaluza de educación, gerencia provincial de granada, por la que se anuncia la contratación del servicio que se cita, por el procedimiento abierto, mediante la forma de varios criterios de adjudicación. (pd. 3126/2016). 1. entidad adjudicadora. a) organismo: agencia pública andaluza de educación de la consejería de educación. b) dependencia que tramita el expediente: gerencia provincial de granada. c) domicilio: carretera de la sierra, 11, 18008 granada. d) teléfono: 958 575 208. e) fax: 958 575 220. f) perfil del contratante: www.juntadeandalucia.es/contratacion. g) dirección internet: http://www.agenciaandaluzaeducación.es. h) número de expediente: 00364/ise/2016/gr. i) email para consultas: granada.ag",0
12578839,"<pag:1>boja boletín oficial de la junta de andalucía número 244 - jueves, 22 de diciembre de 2016 página 70 5. anuncios 5.1. licitaciones públicas y adjudicaciones consejería de fomento y vivienda resolución de 15 de diciembre de 2016, de la dirección general de infraestructuras, por la que se anuncia la formalización del contrato de obras que se indica. en cumplimiento de lo establecido en el artículo 154 del texto refundido de la ley de contratos del sector público, se hace pública la formalización del contrato de «nueva pasarela ciclopeatonal sobre la autovía se-30, p.k. 13 + 7050 (sevilla)» 1. entidad adjudicadora. a) organismo: consejería de fomento y vivienda. b) dependencia que tramita el expediente: dirección general de infraestructuras. c) número de expediente: 2016/000040 (5-se-2589-00-00-on). d) dirección del perfil de contratante: http://juntadeandalucia.es/temas/empresas/ contratacion.html 2. objeto del contrato. a) tipo: obras. b) d",0
12578845,"<pag:1>boja boletín oficial de la junta de andalucía número 244 - jueves, 22 de diciembre de 2016 página 173 5. anuncios 5.2. otros anuncios oficiales consejería de fomento y vivienda anuncio de 15 de diciembre de 2016, de la delegación territorial de fomento y vivienda en almería, por el que se da publicidad a la citación para hacer efectivo el pago de los expedientes de expropiación forzosa, de los terrenos necesarios para la ejecución de las obras que se señalan, en los términos municipales de serón y tíjola, efectuado a los afectados en los expedientes de expropiación forzosa que se citan. e x p r o p i a c i o n e s pago de expediente de expropiación claves: 1-al-1484-m.10.0-on depósitos previos nº 3 t.m. serón 1-al-1484-m.10.0-on depósitos previos nº 2 t.m. tíjola aprobado el expediente de expropiación, de los terrenos necesarios para la ejecución de las obras de modificado núm. 1. acondicionamiento y mejora del firme de la carretera a-334 d",0
